ZXR1500,467603.07229984156,0,0,13, United-States, <=50K
ZXR8278,309235.08907117124,0,0,70, United-States, <=50K
ZXR8279,456297.0399669708,0,0,38, United-States, <=50K
ZXR8280,472453.24960818613,0,0,40, United-States, <=50K
ZXR8281,529808.1413342545,0,0,38, United-States, <=50K
ZXR8282,555422.1506482144,0,0,13, United-States, <=50K
ZXR8283,350711.9812989533,0,0,20, United-States, <=50K
ZXR8284,328888.89140745124,0,0,40, United-States, >50K
ZXR8285,369874.68956690654,0,0,40, United-States, <=50K
ZXR8286,431648.27456450596,0,0,40, United-States, >50K
ZXR8287,334113.387693693,0,0,40, United-States, <=50K
ZXR8288,380210.01936967915,0,0,7, United-States, <=50K
ZXR8289,337150.70288422436,0,0,40, United-States, <=50K
ZXR8290,429043.6839941144,0,0,25, United-States, <=50K
ZXR8291,491518.90720315004,0,0,40, United-States, >50K
ZXR8292,398451.85412591125,0,0,5, United-States, <=50K
ZXR8293,455514.94201933034,0,0,40, Peru, <=50K
ZXR8294,328985.83484798763,0,0,40, Peru, <=50K
ZXR8295,325080.64827410755,0,0,40, United-States, <=50K
ZXR8296,401111.9898562414,0,0,40, United-States, >50K
ZXR8297,518382.67281415453,0,0,20, United-States, <=50K
ZXR8298,323160.7883399448,0,0,40, United-States, <=50K
ZXR8299,270969.5865137697,0,0,40, United-States, <=50K
ZXR8300,327912.5540766056,0,0,40, United-States, <=50K
ZXR8301,257540.566858518,0,0,40, Canada, <=50K
ZXR8302,420861.3241212161,0,0,50, United-States, >50K
ZXR8303,379554.2877630711,0,1902,52, United-States, >50K
ZXR8304,253587.1535746157,4064,0,35, United-States, <=50K
ZXR8305,392381.2486479184,0,0,15, United-States, <=50K
ZXR8306,347216.40038657404,0,0,40, United-States, <=50K
ZXR8307,259810.18652654774,0,0,50, United-States, <=50K
ZXR8308,244852.22965557186,0,0,55, United-States, <=50K
ZXR8309,350126.21335372294,0,0,40, United-States, <=50K
ZXR8310,301273.2685304794,0,0,40, United-States, <=50K
ZXR8311,411050.2901834018,0,0,60, United-States, <=50K
ZXR8312,528233.3934509233,0,0,40, United-States, <=50K
ZXR8313,372564.9551761068,0,0,40, United-States, >50K
ZXR8314,330074.0960313049,0,0,26, United-States, <=50K
ZXR8315,470983.3441140267,0,0,50, United-States, >50K
ZXR8316,402459.02202039654,0,0,40, United-States, <=50K
ZXR8317,430775.42241369915,0,0,40, United-States, <=50K
ZXR8318,358334.4945408768,0,0,38, United-States, <=50K
ZXR8319,385410.9128129346,0,0,20, United-States, <=50K
ZXR8320,408251.36333873414,0,0,50, United-States, <=50K
ZXR8321,363599.06908744684,0,0,80, United-States, <=50K
ZXR8322,414129.0974478938,0,0,60, United-States, >50K
ZXR8323,463937.29698221455,0,0,40, United-States, <=50K
ZXR8324,344041.62503914896,0,0,50, United-States, <=50K
ZXR8325,381648.4672887524,0,0,70, United-States, <=50K
ZXR8326,324428.7410445397,0,0,20, United-States, <=50K
ZXR8327,573483.891475832,0,0,40, United-States, <=50K
ZXR8328,322950.93485736253,0,0,12, United-States, <=50K
ZXR8329,290261.8038250394,0,0,45, United-States, <=50K
ZXR8330,298559.5418026702,0,0,50, United-States, <=50K
ZXR8331,464203.17920670746,0,0,40, United-States, <=50K
ZXR8332,435418.7647675241,0,0,45, United-States, >50K
ZXR8333,321535.97339234746,0,0,35, United-States, >50K
ZXR8334,368309.01347239036,0,0,40, United-States, <=50K
ZXR8335,366687.37812235067,0,0,30, United-States, <=50K
ZXR8336,107810.3369700868,0,0,40, United-States, <=50K
ZXR8337,316745.68338556774,0,0,40, United-States, <=50K
ZXR8338,388783.8481933845,0,0,40, United-States, <=50K
ZXR8339,348800.273214337,0,0,40, United-States, <=50K
ZXR8340,271876.0063170543,0,0,40, United-States, <=50K
ZXR8341,365531.43177187257,0,0,40, United-States, <=50K
ZXR8342,373271.23992130486,0,0,42, United-States, >50K
ZXR8343,435715.07674426655,0,0,40, ?, >50K
ZXR8344,255590.55369245805,0,0,40, United-States, <=50K
ZXR8345,428080.4844015755,0,0,2, United-States, <=50K
ZXR8346,432781.24321176374,0,0,8, United-States, <=50K
ZXR8347,384834.62059669604,0,0,48, United-States, <=50K
ZXR8348,230662.6435699503,0,0,72, United-States, >50K
ZXR8349,379286.80992787157,0,0,40, United-States, >50K
ZXR8350,485145.5627228463,0,0,60, United-States, <=50K
ZXR8351,322096.1328572092,0,0,72, Mexico, <=50K
ZXR8352,313342.7803773523,0,0,40, Laos, <=50K
ZXR8353,461990.6970948073,0,0,50, United-States, <=50K
ZXR8354,415505.9613691516,0,0,40, United-States, <=50K
ZXR8355,404366.927770115,0,0,12, United-States, <=50K
ZXR8356,280711.28330293216,0,0,46, United-States, <=50K
ZXR8357,339735.7317421043,0,0,40, United-States, <=50K
ZXR8358,474682.62312186277,0,0,38, United-States, <=50K
ZXR8359,433249.25003321556,0,0,35, United-States, <=50K
ZXR8360,271084.375591668,0,0,40, United-States, <=50K
ZXR8361,273959.01871231577,0,0,50, United-States, >50K
ZXR8362,435780.4848705613,0,0,24, United-States, <=50K
ZXR8363,263543.07766076707,0,0,60, United-States, <=50K
ZXR8364,377172.7747730093,0,0,48, Iran, <=50K
ZXR8365,296715.97176074004,0,0,35, United-States, <=50K
ZXR8366,304227.7691978623,0,0,40, United-States, <=50K
ZXR8367,286224.90401983965,0,0,20, United-States, <=50K
ZXR8368,275760.31891035626,15024,0,60, United-States, >50K
ZXR8369,449119.131814845,0,0,40, United-States, >50K
ZXR8370,389277.31477939466,0,0,40, United-States, <=50K
ZXR8371,204202.1532238088,5013,0,40, United-States, <=50K
ZXR8372,338413.6176835076,0,0,18, United-States, <=50K
ZXR8373,388265.5679719561,0,0,10, Canada, <=50K
ZXR8374,450546.53822120384,0,0,32, United-States, <=50K
ZXR8375,216327.10524392317,0,0,40, United-States, >50K
ZXR8376,363306.5917358587,0,0,40, Portugal, <=50K
ZXR8377,309234.6392791586,0,0,40, Columbia, <=50K
ZXR8378,377061.42949621606,0,0,40, United-States, >50K
ZXR8379,272731.55183250306,15024,0,60, United-States, >50K
ZXR8380,412840.23569027195,0,0,40, United-States, <=50K
ZXR8381,302830.5007711468,0,0,32, United-States, <=50K
ZXR8382,440464.12412987556,0,0,52, United-States, <=50K
ZXR8383,366335.26872157515,0,0,44, United-States, <=50K
ZXR8384,405617.9169822243,0,0,40, United-States, <=50K
ZXR8385,365908.1982477884,0,0,40, United-States, <=50K
ZXR8386,158257.3053955628,0,0,60, United-States, <=50K
ZXR8387,338738.32831976196,0,0,20, United-States, <=50K
ZXR8388,318391.7944779126,0,0,35, United-States, <=50K
ZXR8389,346180.96463179146,0,0,45, United-States, >50K
ZXR8390,244730.81481042373,0,0,50, United-States, <=50K
ZXR8391,369735.1948979829,0,0,40, United-States, <=50K
ZXR8392,238454.49199564004,0,0,35, United-States, <=50K
ZXR8393,323683.5303283023,0,0,40, Mexico, <=50K
ZXR8394,285153.3366861454,0,0,25, United-States, <=50K
ZXR8395,300998.183591631,0,0,40, United-States, <=50K
ZXR8396,326952.6120756531,3103,0,40, United-States, >50K
ZXR8397,324118.6715244282,0,0,99, United-States, <=50K
ZXR8398,361419.28970318835,0,0,40, United-States, <=50K
ZXR8399,344541.2733399224,0,0,45, United-States, >50K
ZXR8400,408371.1625782574,0,0,70, United-States, <=50K
ZXR8401,503886.09643307526,0,0,32, United-States, <=50K
ZXR8402,390653.4907532751,0,0,38, United-States, <=50K
ZXR8403,171868.33541908063,7298,0,50, United-States, >50K
ZXR8404,329304.67879899486,5013,0,40, United-States, <=50K
ZXR8405,520064.28288328694,0,0,40, United-States, >50K
ZXR8406,234738.30329473637,0,0,45, United-States, <=50K
ZXR8407,564557.1242871125,0,2205,40, United-States, <=50K
ZXR8408,429798.53465147596,0,0,50, United-States, <=50K
ZXR8409,310880.5166845406,0,0,70, United-States, <=50K
ZXR8410,255151.86062826216,6514,0,40, United-States, >50K
ZXR8411,211702.11559630182,0,0,60, United-States, <=50K
ZXR8412,160521.313891116,0,0,40, United-States, <=50K
ZXR8413,471096.6190733046,2050,0,40, United-States, <=50K
ZXR8414,258569.13101097927,0,0,50, United-States, <=50K
ZXR8415,440351.80514533387,0,0,40, Cuba, <=50K
ZXR8416,400684.73218144616,0,0,30, United-States, <=50K
ZXR8417,349677.19634179084,0,0,50, Philippines, <=50K
ZXR8418,414293.546751545,0,0,48, United-States, <=50K
ZXR8419,308885.597304557,0,0,30, United-States, <=50K
ZXR8420,175152.88465640243,0,0,40, South, <=50K
ZXR8421,313264.2325529141,0,0,40, United-States, <=50K
ZXR8422,428707.9913602782,0,0,45, United-States, <=50K
ZXR8423,369689.63009117416,0,0,40, United-States, >50K
ZXR8424,278658.7343810685,0,0,40, United-States, >50K
ZXR8425,385656.05089708813,0,0,40, United-States, <=50K
ZXR8426,397415.5453057111,0,0,38, United-States, <=50K
ZXR8427,429035.8286690976,0,0,75, Greece, <=50K
ZXR8428,313118.18285540014,0,0,40, United-States, <=50K
ZXR8429,446099.7566611946,0,0,25, United-States, <=50K
ZXR8430,295830.968176911,0,0,35, United-States, <=50K
ZXR8431,396648.7449245173,0,0,40, United-States, <=50K
ZXR8432,312587.9880290525,0,0,45, United-States, <=50K
ZXR8433,155578.85286126792,0,0,50, United-States, >50K
ZXR8434,305347.1578217984,0,1848,40, United-States, >50K
ZXR8435,211716.38384014377,0,1590,60, United-States, <=50K
ZXR8436,412647.57019514823,0,0,40, United-States, <=50K
ZXR8437,336236.4478040589,0,0,40, United-States, <=50K
ZXR8438,371747.48416675266,0,0,40, United-States, <=50K
ZXR8439,286639.3277399674,0,0,40, United-States, <=50K
ZXR8440,433575.2509720653,0,0,40, England, >50K
ZXR8441,293756.5311994988,0,0,50, United-States, >50K
ZXR8442,306496.0498397361,0,0,40, United-States, <=50K
ZXR8443,370408.5649385086,0,0,30, United-States, <=50K
ZXR8444,515780.901308186,0,0,45, Mexico, <=50K
ZXR8445,245485.98802418628,0,0,42, United-States, <=50K
ZXR8446,166140.88469742954,0,0,50, United-States, <=50K
ZXR8447,367512.90590840264,0,0,40, United-States, >50K
ZXR8448,373312.30175392865,0,0,45, United-States, <=50K
ZXR8449,269196.5523137668,0,0,40, United-States, <=50K
ZXR8450,396216.5631282222,0,0,35, United-States, <=50K
ZXR8451,449373.8363625327,0,0,63, Thailand, <=50K
ZXR8452,294651.1694872444,0,0,35, United-States, <=50K
ZXR8453,440135.0058148275,0,0,35, United-States, >50K
ZXR8454,190110.21689971857,0,0,30, United-States, <=50K
ZXR8455,256253.2808352276,0,0,40, United-States, <=50K
ZXR8456,392003.5621733037,0,0,40, United-States, >50K
ZXR8457,217757.5590404417,0,0,40, Honduras, <=50K
ZXR8458,307609.9074553109,2538,0,40, United-States, <=50K
ZXR8459,342644.0900325782,7298,0,40, United-States, >50K
ZXR8460,423537.3417237273,0,0,40, United-States, <=50K
ZXR8461,454984.77570442006,0,0,40, United-States, >50K
ZXR8462,197965.12828078272,0,0,40, United-States, <=50K
ZXR8463,391896.40545065625,0,0,60, India, <=50K
ZXR8464,436004.8910317951,3908,0,40, United-States, <=50K
ZXR8465,259680.6639212944,0,0,75, United-States, <=50K
ZXR8466,336891.2074707463,0,0,35, Cuba, <=50K
ZXR8467,391006.98454621324,0,0,40, United-States, <=50K
ZXR8468,177727.45829309346,0,0,40, United-States, <=50K
ZXR8469,279677.8001008902,0,0,40, United-States, <=50K
ZXR8470,279475.97372225707,0,0,52, United-States, >50K
ZXR8471,442908.64751217054,0,0,55, United-States, <=50K
ZXR8472,160001.82815826742,0,0,40, United-States, >50K
ZXR8473,250836.20367336337,0,0,40, United-States, <=50K
ZXR8474,421109.4356506922,0,0,40, United-States, <=50K
ZXR8475,323375.94530641055,0,0,45, United-States, <=50K
ZXR8476,368089.4715750947,0,0,60, United-States, <=50K
ZXR8477,412848.0755570737,0,0,50, United-States, <=50K
ZXR8478,428930.3061193337,10566,0,45, United-States, <=50K
ZXR8479,402128.1380511888,0,0,50, United-States, <=50K
ZXR8480,422021.8709187067,0,0,40, United-States, <=50K
ZXR8481,507901.8015177804,0,0,40, United-States, <=50K
ZXR8482,267024.80457690376,0,0,60, United-States, <=50K
ZXR8483,479969.3481356874,0,0,40, United-States, <=50K
ZXR8484,288026.2564757403,7688,0,38, United-States, >50K
ZXR8485,287631.9302385369,0,0,40, United-States, >50K
ZXR8486,295699.8550590657,0,0,65, United-States, <=50K
ZXR8487,335085.9609995707,7688,0,36, United-States, >50K
ZXR8488,453399.54778044875,0,0,60, United-States, <=50K
ZXR8489,373408.15916564595,0,0,10, United-States, <=50K
ZXR8490,241037.85375523532,0,1977,40, United-States, >50K
ZXR8491,339456.8573208905,4386,0,45, United-States, >50K
ZXR8492,423658.2011976893,0,0,30, United-States, <=50K
ZXR8493,324997.3255014948,7298,0,40, United-States, >50K
ZXR8494,295679.9028035352,0,0,20, United-States, <=50K
ZXR8495,325131.7102207445,0,0,40, United-States, <=50K
ZXR8496,333504.8076468316,0,0,40, United-States, <=50K
ZXR8497,565432.1600999562,1055,0,20, United-States, <=50K
ZXR8498,500345.2986397205,0,0,40, United-States, <=50K
ZXR8499,365753.94929934025,0,0,50, United-States, >50K
ZXR8500,222603.34830438936,0,0,40, United-States, <=50K
ZXR8501,486098.7513683633,0,0,38, United-States, <=50K
ZXR8502,526750.096671737,0,0,45, United-States, <=50K
ZXR8503,325979.94143976155,0,0,40, United-States, <=50K
ZXR8504,207899.9358500571,0,0,15, United-States, <=50K
ZXR8505,253965.7397672361,3103,0,40, United-States, >50K
ZXR8506,437844.05504272244,0,0,39, United-States, <=50K
ZXR8507,428404.2541151711,0,0,48, United-States, <=50K
ZXR8508,244775.37198153336,0,0,12, United-States, <=50K
ZXR8509,335761.6047389755,0,0,40, United-States, <=50K
ZXR8510,373217.90696233994,0,0,50, United-States, <=50K
ZXR8511,346962.0635931201,0,0,60, United-States, >50K
ZXR8512,509444.9868838389,0,0,40, United-States, <=50K
ZXR8513,281652.4918006281,0,0,40, United-States, <=50K
ZXR8514,452673.7456426317,0,0,45, United-States, <=50K
ZXR8515,366811.24011084577,0,0,40, United-States, <=50K
ZXR8516,311021.0916353322,0,0,21, United-States, <=50K
ZXR8517,134970.72553085172,0,0,55, United-States, >50K
ZXR8518,449969.7181658843,0,1740,40, United-States, <=50K
ZXR8519,353381.7685746209,0,0,40, United-States, <=50K
ZXR8520,274800.63225950184,7688,0,50, United-States, >50K
ZXR8521,427198.75739777857,0,0,40, United-States, <=50K
ZXR8522,354950.85549541365,0,0,36, United-States, >50K
ZXR8523,347058.0242550138,0,0,24, United-States, <=50K
ZXR8524,332807.8882881085,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
ZXR8525,386039.8198785628,0,0,40, United-States, <=50K
ZXR8526,418215.9395761932,0,0,2, United-States, <=50K
ZXR8527,403219.78991453047,0,0,40, United-States, <=50K
ZXR8528,381946.818788972,15024,0,60, Canada, >50K
ZXR8529,372031.28440980514,0,0,45, United-States, <=50K
ZXR8530,374279.97676807933,0,0,40, United-States, >50K
ZXR8531,284220.53475062945,0,974,40, United-States, <=50K
ZXR8532,270931.7848788738,0,0,60, United-States, >50K
ZXR8533,216918.33237269422,15024,0,40, United-States, >50K
ZXR8534,159297.79905060254,0,1564,43, United-States, >50K
ZXR8535,355185.9322868248,0,0,55, England, <=50K
ZXR8536,507174.63791520096,0,0,20, United-States, <=50K
ZXR8537,426753.2482157575,0,0,40, United-States, <=50K
ZXR8538,426816.82465394447,0,0,53, United-States, <=50K
ZXR8539,351099.2635035611,0,0,40, United-States, <=50K
ZXR8540,420741.06593967875,0,0,40, United-States, <=50K
ZXR8541,291897.8042939375,0,0,20, United-States, <=50K
ZXR8542,178178.2947817067,0,0,50, United-States, >50K
ZXR8543,320713.02807863697,0,0,40, United-States, <=50K
ZXR8544,295772.71246125293,0,0,20, ?, <=50K
ZXR8545,289137.2542342815,0,0,40, United-States, <=50K
ZXR8546,307944.5682662303,0,2559,50, United-States, >50K
ZXR8547,265647.52023336734,0,0,32, United-States, <=50K
ZXR8548,184769.284590065,0,0,20, United-States, <=50K
ZXR8549,331447.4642601391,0,0,40, United-States, <=50K
ZXR8550,301451.1413778849,4386,0,40, United-States, >50K
ZXR8551,286225.091847701,0,0,48, United-States, <=50K
ZXR8552,416149.7764120416,0,0,40, United-States, <=50K
ZXR8553,468714.83849110344,0,0,25, Germany, <=50K
ZXR8554,352676.45119153976,0,0,35, United-States, <=50K
ZXR8555,486802.2701333397,0,0,40, United-States, <=50K
ZXR8556,221270.35672843774,0,0,20, South, <=50K
ZXR8557,389642.31869194173,0,0,50, United-States, >50K
ZXR8558,351645.9507415097,0,0,50, South, <=50K
ZXR8559,227721.1315709356,0,0,50, United-States, >50K
ZXR8560,284859.4168078777,0,0,30, United-States, <=50K
ZXR8561,325019.0848292514,0,0,40, Cuba, <=50K
ZXR8562,420421.6517085775,0,0,40, United-States, <=50K
ZXR8563,341996.87638344034,0,0,50, United-States, >50K
ZXR8564,255248.49993176252,0,0,40, United-States, <=50K
ZXR8565,304519.86018678953,0,0,50, United-States, <=50K
ZXR8566,468955.6036734535,0,0,40, United-States, <=50K
ZXR8567,377790.4174784683,0,0,40, United-States, <=50K
ZXR8568,372121.3436883188,0,0,40, United-States, <=50K
ZXR8569,413202.47931829985,0,0,40, Mexico, <=50K
ZXR8570,213771.1041341315,0,0,45, United-States, >50K
ZXR8571,320270.5389783694,0,0,40, ?, <=50K
ZXR8572,235229.7235701207,0,0,44, United-States, >50K
ZXR8573,107203.15844614159,0,0,40, United-States, <=50K
ZXR8574,458785.8587298527,0,0,30, United-States, <=50K
ZXR8575,300725.99097616354,0,0,40, United-States, <=50K
ZXR8576,405959.9634079087,0,0,40, United-States, <=50K
ZXR8577,154960.49240433384,0,0,40, United-States, <=50K
ZXR8578,236381.95754280203,0,0,40, United-States, >50K
ZXR8579,357160.13823790796,0,0,20, ?, <=50K
ZXR8580,366868.9740413527,0,0,25, Ecuador, <=50K
ZXR8581,320321.3305157864,0,0,65, United-States, >50K
ZXR8582,336676.0438885769,7688,0,40, United-States, >50K
ZXR8583,363517.15083323966,0,0,40, United-States, >50K
ZXR8584,168273.18834472215,0,2415,50, United-States, >50K
ZXR8585,281016.0518943212,0,0,20, United-States, <=50K
ZXR8586,549406.258158433,0,0,40, United-States, >50K
ZXR8587,384649.2645820828,0,0,70, United-States, <=50K
ZXR8588,478492.6380218371,0,0,40, Dominican-Republic, <=50K
ZXR8589,501328.9692325846,99999,0,65, United-States, >50K
ZXR8590,323234.40446595557,0,0,40, United-States, <=50K
ZXR8591,455171.5564616392,0,0,39, United-States, <=50K
ZXR8592,221360.85486531083,0,0,40, United-States, >50K
ZXR8593,264495.95660612977,0,0,40, United-States, <=50K
ZXR8594,147958.03902346923,0,0,30, United-States, <=50K
ZXR8595,352070.6813026258,0,1590,40, ?, <=50K
ZXR8596,334010.57502882933,0,0,60, United-States, <=50K
ZXR8597,275041.76100053557,0,0,20, United-States, <=50K
ZXR8598,427665.3806431105,0,0,50, United-States, <=50K
ZXR8599,136870.61373033078,0,0,80, United-States, >50K
ZXR8600,409721.1150639844,0,0,56, United-States, <=50K
ZXR8601,301366.55428282387,0,0,40, United-States, <=50K
ZXR8602,494283.066719124,0,0,40, United-States, >50K
ZXR8603,399338.48531037127,0,0,40, United-States, >50K
ZXR8604,317935.2650041981,6497,0,50, United-States, <=50K
ZXR8605,408741.6772205806,0,0,28, United-States, <=50K
ZXR8606,287428.24693992897,0,0,40, United-States, <=50K
ZXR8607,331902.0391537523,0,0,40, United-States, <=50K
ZXR8608,357698.2262592289,0,0,40, United-States, <=50K
ZXR8609,427399.08933440846,0,0,50, United-States, >50K
ZXR8610,309404.81208411726,0,0,40, United-States, <=50K
ZXR8611,513463.048775801,0,0,60, Germany, <=50K
ZXR8612,244150.9729500282,0,1669,55, United-States, <=50K
ZXR8613,355470.7990865347,0,0,40, United-States, <=50K
ZXR8614,336361.701806359,0,0,25, United-States, <=50K
ZXR8615,381856.6058301971,0,0,20, United-States, <=50K
ZXR8616,286516.7152161356,7298,0,45, United-States, >50K
ZXR8617,344001.4576631344,0,0,50, United-States, <=50K
ZXR8618,443161.9411440232,0,0,6, United-States, <=50K
ZXR8619,385199.85548786016,0,0,35, United-States, >50K
ZXR8620,277836.84104058717,0,0,40, United-States, <=50K
ZXR8621,454903.1820328632,0,0,40, Mexico, <=50K
ZXR8622,388066.841860016,0,0,40, United-States, >50K
ZXR8623,285274.3317387401,0,0,40, Mexico, <=50K
ZXR8624,524067.18561189,0,0,10, United-States, <=50K
ZXR8625,348164.06289468176,0,0,25, United-States, <=50K
ZXR8626,594846.4168078874,0,0,48, United-States, <=50K
ZXR8627,408393.10394544277,0,0,15, United-States, <=50K
ZXR8628,339332.23227283166,0,1876,44, United-States, <=50K
ZXR8629,464038.3483424197,0,0,30, United-States, <=50K
ZXR8630,302326.681282874,0,0,45, United-States, >50K
ZXR8631,338456.90636749525,0,0,20, United-States, <=50K
ZXR8632,335671.42740905774,0,0,40, United-States, <=50K
ZXR8633,300176.82307068416,0,0,40, United-States, >50K
ZXR8634,284485.0184695677,0,0,32, United-States, <=50K
ZXR8635,361441.8134132145,0,0,13, United-States, <=50K
ZXR8636,495314.48438498634,0,0,40, United-States, <=50K
ZXR8637,418701.7581749625,0,0,40, United-States, >50K
ZXR8638,473944.3862428856,0,0,40, United-States, <=50K
ZXR8639,363222.2937693994,0,0,50, United-States, >50K
ZXR8640,292479.8345916108,0,0,40, United-States, <=50K
ZXR8641,345581.59907246515,0,0,89, United-States, <=50K
ZXR8642,487811.5981689944,0,1977,60, United-States, >50K
ZXR8643,166580.22193911814,0,0,40, United-States, <=50K
ZXR8644,312276.610226996,0,0,40, United-States, <=50K
ZXR8645,167323.92684837797,0,0,25, United-States, <=50K
ZXR8646,370298.8799066482,0,0,40, United-States, >50K
ZXR8647,329456.44727897045,0,1876,50, United-States, <=50K
ZXR8648,288688.0116376229,0,0,40, United-States, <=50K
ZXR8649,449614.63831589336,0,0,44, United-States, <=50K
ZXR8650,214200.53092091685,0,0,38, United-States, <=50K
ZXR8651,197439.3101929483,0,0,40, United-States, <=50K
ZXR8652,149431.98901928117,0,0,30, ?, <=50K
ZXR8653,372183.9709836087,0,0,40, United-States, <=50K
ZXR8654,444615.2998152766,15020,0,50, United-States, >50K
ZXR8655,527351.698306774,0,0,60, United-States, >50K
ZXR8656,205492.8469435885,0,0,30, United-States, <=50K
ZXR8657,527248.6619717253,0,0,40, United-States, <=50K
ZXR8658,409046.080702089,0,0,60, United-States, <=50K
ZXR8659,255613.4384683256,0,0,32, United-States, <=50K
ZXR8660,445762.79134474444,0,0,40, Mexico, <=50K
ZXR8661,403371.7376323197,0,0,40, United-States, <=50K
ZXR8662,333115.4248703602,7688,0,60, United-States, >50K
ZXR8663,305233.2573539597,0,0,35, United-States, <=50K
ZXR8664,368526.495349167,0,0,10, United-States, <=50K
ZXR8665,428275.91545138904,0,0,40, ?, <=50K
ZXR8666,118830.42158177664,0,0,30, United-States, <=50K
ZXR8667,253008.45408243558,0,0,48, United-States, <=50K
ZXR8668,228882.40380225168,0,0,40, United-States, <=50K
ZXR8669,359360.6833444521,0,0,40, United-States, <=50K
ZXR8670,260644.99018760977,0,0,8, United-States, <=50K
ZXR8671,415011.0734395605,0,0,15, United-States, <=50K
ZXR8672,316119.2118484398,0,0,40, United-States, <=50K
ZXR8673,382939.91369679425,0,0,35, United-States, <=50K
ZXR8674,390102.1448897913,0,0,47, United-States, <=50K
ZXR8675,338485.09521148924,0,0,60, ?, <=50K
ZXR8676,273879.1542702748,0,2258,55, United-States, >50K
ZXR8677,155537.30405569577,0,0,60, United-States, <=50K
ZXR8678,322908.10260622157,0,0,40, United-States, <=50K
ZXR8679,274615.9926427385,0,0,45, United-States, <=50K
ZXR8680,366767.7659686756,0,0,75, United-States, <=50K
ZXR8681,432518.9187806468,0,0,40, United-States, <=50K
ZXR8682,207995.82145938068,0,0,30, United-States, <=50K
ZXR8683,335554.9159423174,0,0,40, United-States, >50K
ZXR8684,334231.09464014287,0,0,55, United-States, <=50K
ZXR8685,322295.4378380601,34095,0,20, United-States, <=50K
ZXR8686,440108.9529463982,0,0,44, United-States, <=50K
ZXR8687,209436.545288576,0,0,30, United-States, <=50K
ZXR8688,261031.80614231573,0,0,40, United-States, <=50K
ZXR8689,216486.2097724647,0,0,40, United-States, <=50K
ZXR8690,270218.35333701706,0,0,36, United-States, <=50K
ZXR8691,396813.4625599225,0,0,40, United-States, <=50K
ZXR8692,263166.22906657425,0,0,40, Mexico, <=50K
ZXR8693,442971.2512717766,0,1887,40, United-States, >50K
ZXR8694,427340.2821969412,0,0,50, United-States, <=50K
ZXR8695,357139.67249988444,0,0,35, United-States, <=50K
ZXR8696,219766.72396770975,0,0,45, United-States, <=50K
ZXR8697,385977.4082074747,3137,0,40, United-States, <=50K
ZXR8698,489563.90704410727,0,0,37, United-States, >50K
ZXR8699,495186.03600761207,0,0,40, United-States, <=50K
ZXR8700,405230.19704231515,0,0,45, United-States, <=50K
ZXR8701,305653.32541505294,0,1977,32, China, >50K
ZXR8702,372986.19079864724,0,0,55, United-States, >50K
ZXR8703,429820.8652492474,0,0,40, United-States, <=50K
ZXR8704,317451.2205545886,0,0,50, United-States, >50K
ZXR8705,442565.12234754424,0,0,45, Guatemala, <=50K
ZXR8706,433134.32424884394,0,0,38, United-States, >50K
ZXR8707,431561.3028934486,0,0,40, United-States, >50K
ZXR8708,211515.10225251567,0,0,40, United-States, <=50K
ZXR8709,335447.97779382736,2105,0,40, Vietnam, <=50K
ZXR8710,268727.80451400694,0,0,60, United-States, <=50K
ZXR8711,309594.51387427846,0,0,40, United-States, <=50K
ZXR8712,489977.61680701,0,0,60, United-States, <=50K
ZXR8713,407064.6797500922,0,0,40, Mexico, >50K
ZXR8714,433459.6485405199,0,0,45, United-States, >50K
ZXR8715,326417.1492878912,0,0,30, United-States, <=50K
ZXR8716,360735.0170945071,0,0,40, United-States, <=50K
ZXR8717,310503.39869682293,0,0,40, United-States, <=50K
ZXR8718,308615.6838367524,0,0,20, United-States, <=50K
ZXR8719,403614.059800877,0,0,40, United-States, <=50K
ZXR8720,231551.57072413628,0,0,40, United-States, <=50K
ZXR8721,366504.3750972409,0,0,40, United-States, >50K
ZXR8722,318004.9404015921,0,1762,40, United-States, <=50K
ZXR8723,269814.44501530984,0,0,46, United-States, <=50K
ZXR8724,319007.8601389938,0,0,40, United-States, <=50K
ZXR8725,411405.5298707556,0,0,20, United-States, <=50K
ZXR8726,311180.8758663035,0,0,40, United-States, <=50K
ZXR8727,466302.8648596667,0,0,20, United-States, <=50K
ZXR8728,379759.9617945082,0,0,30, United-States, <=50K
ZXR8729,254808.8771054304,0,0,40, Dominican-Republic, <=50K
ZXR8730,449548.2246615528,0,0,40, United-States, <=50K
ZXR8731,445582.61829973635,0,0,40, United-States, <=50K
ZXR8732,403801.443893702,0,0,30, United-States, <=50K
ZXR8733,554521.1993198326,0,0,40, Honduras, <=50K
ZXR8734,178920.4980158304,0,0,40, United-States, <=50K
ZXR8735,431352.53302114405,0,0,40, United-States, <=50K
ZXR8736,444567.7512373018,0,0,40, United-States, <=50K
ZXR8737,384710.1561241469,0,1590,40, United-States, <=50K
ZXR8738,475431.18456550705,0,0,40, United-States, <=50K
ZXR8739,333554.71397568565,0,0,40, United-States, <=50K
ZXR8740,292054.1905608259,0,0,40, United-States, <=50K
ZXR8741,227633.48399883753,0,0,40, United-States, <=50K
ZXR8742,224912.41378553552,0,0,40, United-States, <=50K
ZXR8743,426759.03141839616,0,0,40, United-States, <=50K
ZXR8744,298774.5403653125,0,0,40, Japan, <=50K
